item,entropy,expected_surprisal,within_surprisal,between_surprisal,parameters
1,5.48638391494751,4.1032891273498535,9.247360229492188,7.349081993103027,162322944
2,5.389779567718506,9.556095123291016,6.799376010894775,8.208209991455078,162322944
3,6.2371978759765625,4.466299057006836,8.553590774536133,9.375635147094727,162322944
4,4.768693923950195,9.225313186645508,10.409921646118164,13.916109085083008,162322944
5,4.482398986816406,8.832056045532227,7.279282093048096,8.345577239990234,162322944
6,5.9671478271484375,5.8812255859375,8.40269660949707,10.159218788146973,162322944
7,6.642614841461182,10.632537841796875,11.10226058959961,10.106491088867188,162322944
8,7.084776878356934,8.70594310760498,11.258281707763672,10.506827354431152,162322944
9,6.178146839141846,3.867067813873291,6.9460296630859375,10.028220176696777,162322944
10,4.183658599853516,10.412383079528809,6.75850248336792,13.308675765991211,162322944
11,6.2993597984313965,6.4232964515686035,8.949758529663086,9.552154541015625,162322944
12,5.548091888427734,4.944580554962158,6.921659469604492,8.089530944824219,162322944
13,6.092596530914307,5.621901988983154,6.631231307983398,9.021753311157227,162322944
14,4.477665424346924,2.8478589057922363,3.9209485054016113,6.553056716918945,162322944
15,3.72591233253479,2.4879672527313232,5.624719619750977,6.488988876342773,162322944
16,5.065721035003662,5.750873565673828,8.002532958984375,8.776350021362305,162322944
17,6.494673252105713,14.650629997253418,9.428229331970215,10.303180694580078,162322944
18,6.482300281524658,7.764558792114258,16.385629653930664,7.5754899978637695,162322944
19,5.915773868560791,6.719168663024902,8.470016479492188,14.484099388122559,162322944
20,6.168382167816162,6.109701156616211,7.890924453735352,12.278441429138184,162322944
21,5.384183883666992,6.536523342132568,5.179710388183594,4.763647556304932,162322944
22,4.744844913482666,4.679915428161621,5.88601541519165,7.078081130981445,162322944
23,3.8572354316711426,4.5449066162109375,7.228233337402344,7.665205001831055,162322944
24,4.849431991577148,4.725430011749268,6.569311141967773,8.171676635742188,162322944
25,5.288247585296631,2.4529895782470703,4.904602527618408,8.466714859008789,162322944
26,6.357850074768066,6.475825309753418,5.829998016357422,12.522782325744629,162322944
27,5.343448638916016,9.25326919555664,6.188226222991943,6.9536566734313965,162322944
28,6.402375221252441,6.137732982635498,12.897089004516602,6.475684642791748,162322944
29,6.57303524017334,8.170114517211914,5.469015598297119,7.295954704284668,162322944
30,6.766711235046387,4.661527633666992,10.976962089538574,12.458925247192383,162322944
31,6.289793491363525,6.654145240783691,5.426702499389648,6.071714878082275,162322944
32,5.457753658294678,6.718130111694336,9.729120254516602,9.290738105773926,162322944
33,5.890658855438232,4.175497531890869,7.329347610473633,8.348258972167969,162322944
34,7.049756050109863,4.483785152435303,4.374314785003662,6.7264604568481445,162322944
35,5.351634979248047,2.592294931411743,4.686394214630127,3.580207109451294,162322944
36,4.000885009765625,7.106956958770752,11.273634910583496,10.251869201660156,162322944
37,6.723439693450928,6.458682060241699,12.349132537841797,9.953929901123047,162322944
38,6.674111843109131,11.799827575683594,10.261533737182617,9.594884872436523,162322944
39,4.2661638259887695,8.357734680175781,9.190773010253906,11.158281326293945,162322944
40,4.5555100440979,5.712197303771973,7.721972465515137,8.743998527526855,162322944
41,6.058106422424316,6.7728271484375,11.395933151245117,8.989620208740234,162322944
42,6.151430606842041,11.273839950561523,7.504037380218506,12.459709167480469,162322944
43,2.915760040283203,12.376443862915039,13.791539192199707,18.126617431640625,162322944
44,7.589710235595703,4.629601955413818,8.35931396484375,9.04575252532959,162322944
45,6.597506999969482,9.875783920288086,11.307320594787598,14.435237884521484,162322944
46,4.729606628417969,11.722452163696289,9.80781364440918,14.835712432861328,162322944
47,7.295836448669434,9.684374809265137,11.195907592773438,10.644063949584961,162322944
48,7.2523040771484375,9.317026138305664,9.848871231079102,8.383340835571289,162322944
49,5.463247299194336,2.240018367767334,5.518335819244385,6.8807878494262695,162322944
50,4.860625743865967,2.2770135402679443,9.599446296691895,3.799823522567749,162322944
51,6.806463241577148,5.322169780731201,8.153703689575195,8.026050567626953,162322944
52,2.851808547973633,1.4637748003005981,8.037101745605469,9.893852233886719,162322944
53,6.087820529937744,15.573503494262695,14.737009048461914,10.87900161743164,162322944
54,7.310812950134277,14.66147232055664,13.070959091186523,8.53215217590332,162322944
55,4.460533618927002,9.286787033081055,7.940624237060547,12.8150053024292,162322944
56,4.603847503662109,11.061870574951172,12.521297454833984,16.141189575195312,162322944
57,5.631319046020508,3.4870693683624268,4.870710372924805,12.341628074645996,162322944
58,4.918910980224609,4.464899063110352,5.5017409324646,9.939336776733398,162322944
59,6.656789779663086,5.900630950927734,11.152734756469727,6.185070514678955,162322944
60,7.777923583984375,8.5183744430542,9.000140190124512,6.210758209228516,162322944
61,6.530730247497559,12.238995552062988,17.23874282836914,10.69227409362793,162322944
62,6.846349239349365,10.380241394042969,10.312121391296387,9.705406188964844,162322944
63,4.80247688293457,9.426322937011719,13.272726058959961,12.99610424041748,162322944
64,6.929891109466553,11.898926734924316,10.143194198608398,11.788567543029785,162322944
65,4.879326820373535,8.445510864257812,10.162437438964844,15.363083839416504,162322944
66,5.843786716461182,8.202960014343262,9.250553131103516,14.263130187988281,162322944
67,6.029187202453613,11.160102844238281,12.124370574951172,10.737833023071289,162322944
68,4.504532814025879,13.0856351852417,14.354776382446289,10.487419128417969,162322944
69,5.77725076675415,3.4924018383026123,3.9008560180664062,3.3276844024658203,162322944
70,3.538468599319458,2.14445424079895,6.867004871368408,5.144733428955078,162322944
71,4.748646259307861,3.9678795337677,5.404221534729004,2.7980027198791504,162322944
72,6.062167644500732,3.5105528831481934,4.738658905029297,6.739986419677734,162322944
73,6.616691589355469,7.057553291320801,5.7089948654174805,8.322564125061035,162322944
74,6.286511421203613,4.932902812957764,9.32682991027832,7.225391864776611,162322944
75,5.882424354553223,6.90028190612793,12.854911804199219,10.532630920410156,162322944
76,6.866428852081299,10.693283081054688,5.699084281921387,8.418834686279297,162322944
77,6.187812805175781,16.79811668395996,11.872533798217773,8.64267349243164,162322944
78,6.116980075836182,12.13570785522461,15.245841979980469,10.819772720336914,162322944
79,4.360756874084473,3.7809524536132812,7.0330610275268555,17.887630462646484,162322944
80,5.278411865234375,3.67094087600708,4.403329849243164,10.939448356628418,162322944
81,6.486922264099121,3.3379175662994385,3.537423610687256,6.928051948547363,162322944
82,6.673689365386963,4.5196027755737305,5.103137016296387,13.715500831604004,162322944
83,6.111750602722168,5.562493324279785,6.739820957183838,5.625131607055664,162322944
84,6.63301420211792,13.883894920349121,9.653319358825684,8.453496932983398,162322944
85,7.1912522315979,11.341724395751953,11.081405639648438,13.04845905303955,162322944
86,4.436340808868408,6.414744853973389,11.179275512695312,8.15031623840332,162322944
87,6.504752159118652,4.74323034286499,9.744857788085938,9.151519775390625,162322944
88,7.262407302856445,7.815829277038574,9.222759246826172,8.759449005126953,162322944
89,3.864152669906616,5.10977840423584,8.406827926635742,8.72158432006836,162322944
90,5.741754531860352,10.736051559448242,7.609987258911133,12.524711608886719,162322944
91,6.116912364959717,3.2524960041046143,2.634654998779297,7.63089656829834,162322944
92,5.344273567199707,5.393921375274658,7.291689872741699,8.596298217773438,162322944
93,4.271456718444824,7.217156410217285,8.94360637664795,10.351038932800293,162322944
94,4.615876197814941,4.9564666748046875,7.528048515319824,8.095329284667969,162322944
95,4.702411651611328,5.975708961486816,7.222964763641357,10.547650337219238,162322944
96,5.615687847137451,4.863372325897217,5.647266387939453,7.265329360961914,162322944
97,6.829832553863525,5.983556747436523,8.7801513671875,7.163799285888672,162322944
