item,entropy,expected_logprob,within_logprob,between_logprob
68,5.114573001861572,-9.793392181396484,-8.442410469055176,-9.268539428710938
69,5.10139274597168,-1.8228302001953125,-4.107943534851074,-6.045895576477051
70,3.5234014987945557,-1.9657373428344727,-5.163498878479004,-5.1867475509643555
71,4.922704696655273,-4.190608978271484,-5.169687271118164,-2.782346725463867
72,3.407097101211548,-0.7473964691162109,-3.374016761779785,-5.665410995483398
73,4.968329906463623,-1.436509132385254,-5.488761901855469,-6.017093658447266
74,6.23760986328125,-4.962031364440918,-6.564060211181641,-9.120245933532715
75,5.469170093536377,-1.7296667098999023,-7.051042556762695,-6.8617963790893555
76,6.016014099121094,-5.322464942932129,-3.110443115234375,-6.32955265045166
77,5.0740227699279785,-8.4688720703125,-8.991449356079102,-8.277326583862305
78,4.915019989013672,-4.359552383422852,-8.81939697265625,-11.135583877563477
79,3.24845552444458,-1.462428092956543,-6.010289192199707,-14.914222717285156
80,4.280747890472412,-2.5143938064575195,-4.222286224365234,-11.250815391540527
81,4.907512664794922,-1.2543106079101562,-3.4809865951538086,-5.803956985473633
82,5.798718452453613,-1.9169607162475586,-4.29731559753418,-10.987035751342773
83,4.99670934677124,-4.192361831665039,-4.816962242126465,-4.463202476501465
84,5.175386905670166,-8.198527336120605,-8.744529724121094,-9.090282440185547
85,6.540356159210205,-4.218992233276367,-12.410110473632812,-12.672545433044434
86,2.139765977859497,-0.74713134765625,-8.072128295898438,-5.489892959594727
87,3.358316421508789,-0.5947542190551758,-6.336494445800781,-9.490875244140625
88,4.842628002166748,-1.174325942993164,-6.512133598327637,-7.505415916442871
89,4.9750752449035645,-2.896275520324707,-8.17061996459961,-7.295493125915527
90,5.602729797363281,-6.578391075134277,-6.140275001525879,-11.461387634277344
91,3.183300495147705,-0.7550430297851562,-2.7215538024902344,-6.2157182693481445
92,3.854119300842285,-1.6167716979980469,-2.2713136672973633,-13.087024688720703
93,3.3520431518554688,-4.2139997482299805,-9.344440460205078,-9.27316951751709
94,4.599427223205566,-2.0125017166137695,-7.513315200805664,-6.103554725646973
95,3.179616689682007,-3.5075082778930664,-7.736641883850098,-12.854988098144531
96,4.953377723693848,-2.683795928955078,-4.471524238586426,-5.640678405761719
97,6.664885520935059,-5.574810028076172,-9.0732421875,-6.738332748413086
98,5.263640403747559,-3.748408317565918,-3.0123767852783203,-8.66779899597168
99,4.019851207733154,-1.4289569854736328,-5.887115478515625,-8.976704597473145
100,7.250959873199463,-3.5263633728027344,-6.355861663818359,-6.867468357086182
101,4.076009273529053,-2.3427257537841797,-4.232048988342285,-7.8428850173950195
102,6.0065693855285645,-3.559976577758789,-7.561742782592773,-8.378703117370605
103,5.998229503631592,-4.560939788818359,-7.450649261474609,-5.640657424926758
104,4.4633073806762695,-4.521502494812012,-9.116637229919434,-10.789563179016113
105,5.067141532897949,-3.2171506881713867,-5.438474655151367,-5.295759201049805
106,3.3847696781158447,-8.787596702575684,-15.560430526733398,-11.130918502807617
107,5.178778171539307,-1.8863506317138672,-4.286506652832031,-7.163408279418945
108,5.631671905517578,-5.9806976318359375,-11.373117446899414,-9.88361930847168
109,4.03076696395874,-5.187495231628418,-14.060093879699707,-9.168478012084961
110,4.756547451019287,-8.033985137939453,-4.5388288497924805,-6.016679763793945
111,3.1004951000213623,-1.0220661163330078,-4.154017448425293,-10.469525337219238
112,3.7452287673950195,-1.1140317916870117,-5.508469581604004,-8.497303009033203
113,4.915435314178467,-3.4120874404907227,-6.161358833312988,-8.541740417480469
114,5.519314289093018,-3.2142105102539062,-10.318384170532227,-15.296290397644043
115,5.425665378570557,-6.485307693481445,-4.563813209533691,-8.706863403320312
116,6.356943130493164,-4.909201622009277,-8.139018058776855,-12.47471809387207
117,6.203340530395508,-3.039857864379883,-3.8512535095214844,-6.25267219543457
118,5.8511176109313965,-4.377651214599609,-9.177743911743164,-7.9487504959106445
119,5.167590141296387,-4.88112735748291,-3.916008949279785,-4.551586151123047
120,4.590307712554932,-3.0975475311279297,-5.862443923950195,-7.5524797439575195
121,5.594413757324219,-3.1408824920654297,-12.040616989135742,-13.55025863647461
122,5.807072639465332,-14.368829727172852,-9.035051345825195,-9.095235824584961
123,4.503068923950195,-4.036257743835449,-4.343938827514648,-4.8365373611450195
124,5.023534297943115,-2.389409065246582,-4.472967147827148,-10.296778678894043
125,4.773110866546631,-1.402151107788086,-5.092543601989746,-2.734699249267578
126,2.693650722503662,-0.6036720275878906,-7.625804901123047,-9.13805866241455
127,5.98480224609375,-6.410514831542969,-8.21303939819336,-9.125226974487305
128,5.2076568603515625,-4.386346817016602,-20.962905883789062,-22.402273178100586
129,6.374098777770996,-3.445929527282715,-10.961516380310059,-12.449575424194336
130,4.765881061553955,-6.642746925354004,-6.166393280029297,-9.842689514160156
131,4.960587024688721,-2.7498350143432617,-7.261892318725586,-7.5326690673828125
132,4.142740249633789,-6.141047477722168,-7.541130065917969,-14.184099197387695
