item,entropy,expected_logprob,within_logprob,between_logprob,parameters
1,5.335968971252441,-3.033438205718994,-6.100804328918457,-6.419378280639648,430397440
2,5.795675277709961,-8.424142837524414,-6.01994514465332,-8.985649108886719,430397440
3,4.578967571258545,-2.5540709495544434,-6.159238815307617,-8.947339057922363,430397440
4,4.293661594390869,-6.113868713378906,-10.278867721557617,-8.438089370727539,430397440
5,3.5970120429992676,-1.8166522979736328,-4.059413433074951,-7.585766792297363,430397440
6,4.289356231689453,-3.526183605194092,-9.017416000366211,-8.660935401916504,430397440
7,5.645875453948975,-7.582751274108887,-9.236273765563965,-8.456486701965332,430397440
8,6.630666255950928,-5.296416282653809,-8.458086013793945,-7.684985160827637,430397440
9,5.569966793060303,-2.5821847915649414,-6.024864196777344,-9.400671005249023,430397440
10,5.057715892791748,-7.052664756774902,-4.745580673217773,-11.908934593200684,430397440
11,5.610211372375488,-7.620789527893066,-10.396637916564941,-9.92343521118164,430397440
12,5.625828266143799,-3.671781063079834,-8.03454875946045,-7.586818218231201,430397440
13,4.333454608917236,-3.3188343048095703,-3.643321990966797,-5.564730167388916,430397440
14,3.4386844635009766,-2.2167515754699707,-4.191406726837158,-7.614013671875,430397440
15,2.033276319503784,-0.5892586708068848,-2.971158981323242,-7.805563449859619,430397440
16,3.4006927013397217,-1.2040696144104004,-2.726872444152832,-5.669450759887695,430397440
17,6.279967308044434,-11.550100326538086,-8.74543285369873,-7.1570868492126465,430397440
18,4.773402214050293,-4.680084705352783,-13.755577087402344,-6.8344221115112305,430397440
19,5.338045120239258,-4.738107681274414,-6.091833591461182,-13.39078140258789,430397440
20,6.150600910186768,-3.789890766143799,-8.353339195251465,-10.568944931030273,430397440
21,5.3820061683654785,-4.2656331062316895,-3.8579249382019043,-4.567115783691406,430397440
22,3.4488465785980225,-1.3107624053955078,-5.3095903396606445,-4.433980464935303,430397440
23,3.5951273441314697,-2.95076584815979,-5.944803714752197,-7.470184326171875,430397440
24,4.69235372543335,-1.647705078125,-3.8626625537872314,-6.779416084289551,430397440
25,5.225407123565674,-2.260619640350342,-3.579617500305176,-6.311749458312988,430397440
26,5.591150283813477,-4.04578161239624,-3.8305563926696777,-7.853065013885498,430397440
27,4.512096405029297,-8.276107788085938,-4.432879447937012,-5.95740270614624,430397440
28,4.861576080322266,-6.559852600097656,-11.70944595336914,-8.183353424072266,430397440
29,5.945399761199951,-6.589600563049316,-4.365960597991943,-8.070427894592285,430397440
30,6.128601551055908,-3.587167739868164,-7.725476264953613,-10.609703063964844,430397440
31,5.757160663604736,-4.2248759269714355,-5.153661727905273,-7.11110782623291,430397440
32,5.225077152252197,-5.432173728942871,-8.42251968383789,-7.240056037902832,430397440
33,4.490434169769287,-3.1087770462036133,-5.9497504234313965,-6.433531284332275,430397440
34,5.417225360870361,-3.4462857246398926,-4.124456405639648,-5.568455696105957,430397440
35,4.930154800415039,-1.963005542755127,-3.9248123168945312,-5.1617536544799805,430397440
36,3.0638370513916016,-5.226372241973877,-12.628030776977539,-9.825858116149902,430397440
37,5.942940711975098,-4.193443298339844,-10.704846382141113,-6.5609917640686035,430397440
38,4.481004238128662,-8.588614463806152,-7.048831939697266,-7.351631164550781,430397440
39,3.983992099761963,-6.166255474090576,-7.245980739593506,-9.851593017578125,430397440
40,4.82758092880249,-5.3788604736328125,-6.651617050170898,-8.460704803466797,430397440
41,5.331170082092285,-2.941793203353882,-7.778408050537109,-8.77351188659668,430397440
42,5.630101203918457,-8.588279724121094,-6.996774673461914,-11.672019958496094,430397440
43,2.894840955734253,-6.3229498863220215,-11.05204963684082,-14.225244522094727,430397440
44,7.144488334655762,-4.2435173988342285,-6.73843240737915,-8.856006622314453,430397440
45,5.865011215209961,-7.901365280151367,-10.470500946044922,-13.440422058105469,430397440
46,3.008941173553467,-10.66238021850586,-9.959244728088379,-13.856761932373047,430397440
47,6.523130416870117,-5.984305381774902,-6.562506675720215,-12.291511535644531,430397440
48,6.771388530731201,-7.979343414306641,-6.184498310089111,-7.815476894378662,430397440
49,4.73805046081543,-1.8549718856811523,-7.4514641761779785,-4.8644328117370605,430397440
50,4.546978950500488,-1.7057952880859375,-7.817275524139404,-3.6929409503936768,430397440
51,6.104257583618164,-4.044573783874512,-6.9775238037109375,-8.175838470458984,430397440
52,2.835042953491211,-0.6350579261779785,-5.555713653564453,-10.167825698852539,430397440
53,6.452536106109619,-7.721642971038818,-10.506940841674805,-7.629837989807129,430397440
54,6.4060750007629395,-11.984600067138672,-9.33674430847168,-7.0374674797058105,430397440
55,4.190820217132568,-4.887081146240234,-6.066347599029541,-11.511903762817383,430397440
56,5.109066963195801,-4.736420631408691,-8.102499008178711,-11.579547882080078,430397440
57,3.7256951332092285,-2.607600688934326,-6.2102952003479,-10.696831703186035,430397440
58,3.1637003421783447,-3.0260136127471924,-3.7006328105926514,-8.223033905029297,430397440
59,4.12677526473999,-6.128705024719238,-9.413342475891113,-5.82749605178833,430397440
60,7.006854057312012,-6.233676910400391,-8.335954666137695,-4.728676795959473,430397440
61,4.4629387855529785,-11.914923667907715,-13.06453800201416,-10.728118896484375,430397440
62,6.484858512878418,-7.502995491027832,-7.424672603607178,-6.878603458404541,430397440
63,5.014118194580078,-9.462167739868164,-11.33667278289795,-12.689772605895996,430397440
64,6.486003875732422,-7.150317192077637,-8.39063835144043,-10.16867733001709,430397440
65,4.204680442810059,-6.218629837036133,-8.633944511413574,-12.172639846801758,430397440
66,4.641608238220215,-5.525265693664551,-6.871913433074951,-11.49566650390625,430397440
67,4.873119831085205,-9.131620407104492,-8.982239723205566,-6.685284614562988,430397440
68,5.038410186767578,-7.590290069580078,-9.66778564453125,-8.232416152954102,430397440
69,5.345411777496338,-2.3239777088165283,-4.445825576782227,-5.433767318725586,430397440
70,2.7710530757904053,-2.5638647079467773,-6.302873611450195,-5.6434736251831055,430397440
71,5.698185920715332,-2.009523868560791,-5.089808464050293,-3.8528480529785156,430397440
72,4.699927806854248,-1.5458126068115234,-3.221590518951416,-4.602548599243164,430397440
73,5.686013698577881,-3.061319351196289,-4.491494178771973,-5.840544700622559,430397440
74,6.304368019104004,-3.6492533683776855,-6.535238265991211,-6.144134998321533,430397440
75,5.418011665344238,-3.7733688354492188,-7.1259002685546875,-9.057329177856445,430397440
76,5.823521137237549,-6.240536212921143,-1.635777473449707,-6.529958248138428,430397440
77,5.994749069213867,-9.10694408416748,-7.7772650718688965,-8.09770393371582,430397440
78,5.058824062347412,-8.264558792114258,-9.045317649841309,-10.246711730957031,430397440
79,3.6509852409362793,-2.722261905670166,-6.017849922180176,-16.346542358398438,430397440
80,4.989251136779785,-2.8669562339782715,-4.410669326782227,-10.008831977844238,430397440
81,5.947519779205322,-2.1756415367126465,-4.039158344268799,-6.229391574859619,430397440
82,5.171206474304199,-2.548795700073242,-3.640582799911499,-12.173650741577148,430397440
83,5.4686431884765625,-3.811533212661743,-4.964662075042725,-5.507376670837402,430397440
84,4.740370750427246,-8.525541305541992,-9.08873176574707,-10.20084285736084,430397440
85,6.900009632110596,-9.124226570129395,-12.151714324951172,-10.568662643432617,430397440
86,5.051445960998535,-2.5844485759735107,-6.573821067810059,-5.044299125671387,430397440
87,5.484135627746582,-1.6657681465148926,-5.45988655090332,-9.850549697875977,430397440
88,5.731593608856201,-2.4388585090637207,-8.077407836914062,-8.738823890686035,430397440
89,5.093545913696289,-3.891173839569092,-8.425040245056152,-8.032546043395996,430397440
90,5.436699390411377,-6.810588836669922,-6.479940414428711,-10.752483367919922,430397440
91,2.467641830444336,-0.871981143951416,-1.3494501113891602,-7.490188121795654,430397440
92,3.6402366161346436,-1.70973539352417,-3.9426822662353516,-13.708349227905273,430397440
93,4.289125442504883,-4.89628267288208,-8.521599769592285,-7.958813667297363,430397440
94,4.699178695678711,-2.740720272064209,-7.786689281463623,-5.900075912475586,430397440
95,4.504428386688232,-4.605478286743164,-6.868575572967529,-9.551573753356934,430397440
96,4.809656143188477,-3.723768949508667,-4.158637046813965,-5.884826183319092,430397440
97,6.829283237457275,-5.110306739807129,-7.858757972717285,-6.232474327087402,430397440
98,5.610597133636475,-5.282828330993652,-3.840772867202759,-9.29680347442627,430397440
99,4.97993278503418,-1.9688715934753418,-5.7640604972839355,-8.133070945739746,430397440
100,6.258872032165527,-4.204014778137207,-8.2562837600708,-7.914559841156006,430397440
101,4.059428691864014,-2.6478114128112793,-4.003151893615723,-7.1411943435668945,430397440
102,6.417076110839844,-4.509378433227539,-7.577420234680176,-9.131160736083984,430397440
103,6.751410961151123,-5.689235687255859,-6.779585838317871,-6.1751813888549805,430397440
104,4.157674789428711,-6.17904806137085,-8.269826889038086,-11.117712020874023,430397440
105,4.945956707000732,-2.427353858947754,-4.436248779296875,-5.074387550354004,430397440
106,4.441213130950928,-7.871148586273193,-12.330074310302734,-11.924137115478516,430397440
107,5.716677188873291,-2.8354063034057617,-6.000774383544922,-7.943706512451172,430397440
108,6.258761405944824,-6.51010274887085,-9.88644027709961,-9.78838062286377,430397440
109,4.363612651824951,-3.2278316020965576,-13.023968696594238,-9.006590843200684,430397440
110,4.57457160949707,-8.584311485290527,-3.65903377532959,-5.109999656677246,430397440
111,2.7402217388153076,-0.645296573638916,-3.7593252658843994,-10.866983413696289,430397440
112,3.1506102085113525,-1.0481338500976562,-4.324688911437988,-7.943998336791992,430397440
113,4.809907913208008,-5.73598575592041,-6.185136795043945,-10.005813598632812,430397440
114,5.688692092895508,-4.623655319213867,-7.872611045837402,-13.240020751953125,430397440
115,6.26206111907959,-7.779242515563965,-4.8524370193481445,-6.184685707092285,430397440
116,6.585718154907227,-5.254478454589844,-9.074149131774902,-10.439489364624023,430397440
117,6.662527084350586,-4.664992332458496,-3.3633108139038086,-6.920365333557129,430397440
118,6.488694667816162,-4.478786468505859,-8.900404930114746,-7.774202346801758,430397440
119,6.440877914428711,-6.857139587402344,-5.588596820831299,-6.8280839920043945,430397440
120,3.571106195449829,-3.089655876159668,-4.734786033630371,-7.808241367340088,430397440
121,6.163451194763184,-4.021296501159668,-11.766757011413574,-11.266562461853027,430397440
122,5.291016578674316,-10.636405944824219,-9.836799621582031,-9.458747863769531,430397440
123,4.889652252197266,-3.810041666030884,-5.652454853057861,-4.0133256912231445,430397440
124,4.878981590270996,-2.5321223735809326,-4.0825958251953125,-11.453941345214844,430397440
125,5.458407878875732,-1.3968086242675781,-5.269913673400879,-4.184813022613525,430397440
126,4.675631046295166,-1.4423837661743164,-7.289597511291504,-10.24936294555664,430397440
127,5.320552349090576,-9.014293670654297,-9.58518123626709,-10.168298721313477,430397440
128,3.6310696601867676,-6.288035869598389,-23.39728355407715,-30.400917053222656,430397440
129,6.7377471923828125,-4.596316814422607,-12.119670867919922,-10.90604019165039,430397440
130,5.902507305145264,-7.037984848022461,-7.667938709259033,-11.068763732910156,430397440
131,4.45837926864624,-5.998157501220703,-8.511466979980469,-5.519615650177002,430397440
132,4.877335548400879,-6.529753684997559,-8.10232162475586,-12.87001895904541,430397440
