item,entropy,expected_logprob,within_logprob,between_logprob
69,4.1968278884887695,-1.6211881637573242,-6.122213363647461,-6.618825912475586
70,3.1221678256988525,-2.004415512084961,-5.346142768859863,-7.015459060668945
71,4.216297149658203,-1.087477684020996,-4.843606948852539,-4.958352088928223
72,4.155494689941406,-1.1562776565551758,-3.135817527770996,-4.912356376647949
73,4.203438758850098,-1.5264415740966797,-6.060354232788086,-8.452102661132812
74,4.889976978302002,-2.34271240234375,-5.447090148925781,-8.511076927185059
75,5.375146389007568,-2.479485511779785,-6.270015716552734,-7.174553871154785
76,4.520257472991943,-1.7727575302124023,-3.640897750854492,-8.086288452148438
77,5.200839042663574,-7.1053876876831055,-6.2602081298828125,-10.296341896057129
78,4.189211845397949,-2.1495113372802734,-8.55435562133789,-10.526471138000488
79,3.302577018737793,-1.380152702331543,-8.013569831848145,-13.13979434967041
80,4.261019229888916,-2.851424217224121,-3.355658531188965,-11.262151718139648
81,2.9342286586761475,-0.5274496078491211,-2.884842872619629,-6.860851287841797
82,4.158346176147461,-0.9037246704101562,-5.162199020385742,-12.542121887207031
83,4.103256702423096,-2.386715888977051,-6.248427391052246,-5.682573318481445
84,5.89207124710083,-4.980525016784668,-6.328317165374756,-9.461856842041016
85,5.494433403015137,-2.304777145385742,-9.01606559753418,-12.998924255371094
86,0.8868688344955444,-0.1613140106201172,-7.465299606323242,-8.551704406738281
87,2.7037370204925537,-0.6333045959472656,-7.538225173950195,-10.880975723266602
88,1.2421196699142456,-0.19182968139648438,-3.4882078170776367,-8.174924850463867
89,5.21157169342041,-1.5409307479858398,-7.063751697540283,-7.448028564453125
90,5.091391563415527,-2.5486793518066406,-4.360709190368652,-10.322752952575684
91,2.2395265102386475,-0.5304241180419922,-2.2557010650634766,-7.205262184143066
92,2.398702621459961,-0.48169803619384766,-2.923283576965332,-11.89979362487793
93,3.5220327377319336,-1.5417118072509766,-9.662578582763672,-8.404779434204102
94,4.479209899902344,-1.5439224243164062,-7.6434526443481445,-6.971584796905518
95,4.75756311416626,-3.6049442291259766,-6.810418605804443,-9.513933181762695
96,4.653963088989258,-2.1301183700561523,-3.6938209533691406,-6.847268104553223
97,6.778779983520508,-4.9688262939453125,-8.043298721313477,-6.391979694366455
