item,entropy,expected_surprisal,within_surprisal,between_surprisal,parameters
1,5.969149112701416,3.6511921882629395,7.370368480682373,6.551543235778809,125239296
2,5.6903605461120605,7.3640007972717285,7.7805986404418945,9.138309478759766,125239296
3,4.9233503341674805,5.726485252380371,10.391088485717773,11.345982551574707,125239296
4,5.306093215942383,7.79498291015625,10.188096046447754,10.865640640258789,125239296
5,4.869307518005371,7.737968444824219,6.543160438537598,9.24127197265625,125239296
6,4.467672348022461,4.172039031982422,9.142248153686523,9.95332145690918,125239296
7,6.356220245361328,8.577606201171875,9.341365814208984,9.610170364379883,125239296
8,6.951720237731934,5.315384864807129,8.536931991577148,7.911381244659424,125239296
9,6.177681922912598,3.292787551879883,7.990187644958496,9.574797630310059,125239296
10,4.152354717254639,10.677549362182617,8.648394584655762,11.830069541931152,125239296
11,5.760934829711914,9.280467987060547,9.089969635009766,9.365656852722168,125239296
12,5.253659725189209,5.607230186462402,8.705583572387695,7.831615924835205,125239296
13,4.447669506072998,4.108397960662842,3.89365816116333,5.428280830383301,125239296
14,4.247925758361816,3.5436668395996094,3.8953075408935547,6.585689067840576,125239296
15,2.9449992179870605,2.240246057510376,6.028207778930664,8.156380653381348,125239296
16,1.574648380279541,5.328856468200684,6.7632951736450195,9.28559684753418,125239296
17,6.675880432128906,15.240274429321289,9.500086784362793,9.452503204345703,125239296
18,5.401139736175537,8.12413501739502,14.055625915527344,8.14207649230957,125239296
19,5.737868785858154,6.864996910095215,9.039030075073242,17.33192253112793,125239296
20,5.518679618835449,7.620113372802734,8.7959623336792,9.186836242675781,125239296
21,4.751298427581787,8.060871124267578,7.843723297119141,7.524709224700928,125239296
22,4.855109214782715,3.744479179382324,6.2045416831970215,6.080807685852051,125239296
23,3.7123208045959473,3.520810127258301,4.911988735198975,7.582515716552734,125239296
24,2.8583006858825684,4.808202266693115,5.63925838470459,7.983160018920898,125239296
25,4.010869979858398,3.0498557090759277,5.435590744018555,7.604054927825928,125239296
26,6.2099223136901855,5.201688766479492,4.480113983154297,10.511164665222168,125239296
27,5.693078994750977,9.000207901000977,6.464384078979492,6.124377250671387,125239296
28,5.45848274230957,5.344728469848633,10.67791748046875,7.081398963928223,125239296
29,5.297329902648926,6.872607707977295,5.8405609130859375,8.760738372802734,125239296
30,6.251131534576416,5.478030204772949,8.492949485778809,12.162616729736328,125239296
31,5.592227935791016,5.090803146362305,5.471444129943848,9.184528350830078,125239296
32,3.6004533767700195,4.3688435554504395,9.037020683288574,10.209134101867676,125239296
33,5.500091552734375,3.2952895164489746,6.465544700622559,7.913187026977539,125239296
34,4.154412269592285,3.589174747467041,5.5598273277282715,7.731717109680176,125239296
35,5.84764289855957,3.4049696922302246,5.622605800628662,3.8904032707214355,125239296
36,3.198854446411133,5.871048927307129,11.904838562011719,9.89276123046875,125239296
37,6.458545207977295,5.049477577209473,12.153648376464844,9.041168212890625,125239296
38,5.893525123596191,11.794388771057129,8.379168510437012,7.595763683319092,125239296
39,4.201143264770508,7.5361504554748535,8.147079467773438,8.627561569213867,125239296
40,5.141519069671631,5.592942237854004,6.628005027770996,7.991048812866211,125239296
41,6.066014289855957,7.245388031005859,10.817352294921875,9.058152198791504,125239296
42,6.277853488922119,10.279252052307129,7.768741130828857,11.958992958068848,125239296
43,2.8379404544830322,12.788522720336914,12.941862106323242,15.118719100952148,125239296
44,7.690751552581787,6.029046058654785,7.882535934448242,9.344051361083984,125239296
45,5.811652660369873,9.834539413452148,10.74991226196289,14.414037704467773,125239296
46,3.215088367462158,13.59189224243164,12.938380241394043,15.443575859069824,125239296
47,7.004126071929932,7.964162826538086,7.72342586517334,9.79996395111084,125239296
48,6.484054088592529,9.891643524169922,9.142690658569336,8.575031280517578,125239296
49,6.178368091583252,7.455141067504883,6.838852882385254,6.3659257888793945,125239296
50,3.849611282348633,2.1700832843780518,10.918933868408203,2.137603759765625,125239296
51,6.876418590545654,5.347438812255859,7.307055473327637,8.447604179382324,125239296
52,2.627833604812622,1.1056389808654785,7.768281936645508,11.385812759399414,125239296
53,4.980321884155273,9.92673110961914,11.032258987426758,10.937837600708008,125239296
54,6.154771327972412,11.800537109375,9.867172241210938,9.159425735473633,125239296
55,4.78391695022583,4.476124286651611,7.795293807983398,11.772435188293457,125239296
56,4.98799991607666,6.990013599395752,10.056696891784668,12.665523529052734,125239296
57,5.367626667022705,4.614676475524902,7.344864368438721,10.151029586791992,125239296
58,1.4993788003921509,6.319857597351074,8.168048858642578,9.95015811920166,125239296
59,6.679691314697266,4.787319660186768,10.252062797546387,7.426445007324219,125239296
60,6.974428653717041,7.423901557922363,9.099710464477539,5.439340114593506,125239296
61,4.9168806076049805,13.94069766998291,14.235730171203613,9.90660285949707,125239296
62,7.098416328430176,8.426469802856445,10.848447799682617,11.0911865234375,125239296
63,5.355167388916016,5.197514533996582,11.506704330444336,15.83285140991211,125239296
64,6.67009162902832,11.33413314819336,7.267032146453857,13.222784996032715,125239296
65,4.953049659729004,7.143939971923828,9.117269515991211,13.975729942321777,125239296
66,4.413814544677734,5.921729564666748,7.95831823348999,13.61131477355957,125239296
67,5.347356796264648,9.83772087097168,10.403016090393066,9.10020923614502,125239296
68,4.535721778869629,9.496757507324219,13.03774642944336,10.849149703979492,125239296
69,5.600863933563232,3.2757883071899414,2.823005199432373,4.862555980682373,125239296
70,3.5139849185943604,2.5841622352600098,6.869034767150879,4.642645835876465,125239296
71,4.616544723510742,1.9359291791915894,4.641426086425781,3.4838504791259766,125239296
72,4.860346794128418,1.875650405883789,3.4601447582244873,6.596675872802734,125239296
