item,entropy,expected_logprob,within_logprob,between_logprob
1,5.737146854400635,-3.310272216796875,-7.356937885284424,-5.796245574951172
2,5.439076900482178,-9.432136535644531,-5.639530181884766,-7.581615447998047
3,4.4402570724487305,-4.689506530761719,-7.840663909912109,-7.7725830078125
4,5.086267948150635,-7.129249572753906,-9.817134857177734,-9.457109451293945
5,4.620760917663574,-4.78754997253418,-4.735345840454102,-6.286806106567383
6,3.9596199989318848,-5.631034851074219,-10.970739364624023,-10.233715057373047
7,6.308088302612305,-8.329288482666016,-10.841987609863281,-8.488849639892578
8,6.956557273864746,-6.481281280517578,-8.983367919921875,-7.838737487792969
9,6.335124492645264,-3.7897262573242188,-6.871429443359375,-9.181560516357422
10,5.212362289428711,-8.056249618530273,-3.662921905517578,-11.07113265991211
11,5.612648963928223,-5.666069030761719,-7.845050811767578,-8.762578964233398
12,6.0262770652771,-4.052471160888672,-6.928628921508789,-6.145956039428711
13,4.733082294464111,-3.3111495971679688,-3.8237457275390625,-4.936740875244141
14,4.393126487731934,-2.5115089416503906,-3.4528846740722656,-7.385456085205078
15,2.7180936336517334,-0.6857032775878906,-2.8363213539123535,-6.125231742858887
16,4.731398582458496,-2.877420425415039,-5.0839996337890625,-3.500701904296875
17,6.772213459014893,-13.558578491210938,-8.254384994506836,-8.434322357177734
18,5.124871253967285,-6.521427154541016,-14.86402702331543,-5.832069396972656
19,5.957597255706787,-6.205474853515625,-7.348114013671875,-11.81311321258545
20,5.75924015045166,-3.6908645629882812,-7.837368011474609,-11.351661682128906
21,5.175632476806641,-3.513988494873047,-4.690303802490234,-5.270015716552734
22,3.777622699737549,-3.369709014892578,-5.993644714355469,-6.613994598388672
23,4.391302585601807,-2.2960357666015625,-4.352657318115234,-6.97878360748291
24,3.333834409713745,-2.836078643798828,-5.969245910644531,-6.922969818115234
25,5.661271572113037,-1.742523193359375,-4.073390960693359,-5.7498321533203125
26,6.182024955749512,-4.4930572509765625,-4.264591217041016,-9.52879524230957
27,5.695008277893066,-7.299142837524414,-5.883487701416016,-4.3314971923828125
28,3.5492875576019287,-9.362297058105469,-13.694758415222168,-8.391475677490234
29,6.1628313064575195,-6.804485321044922,-5.181278228759766,-8.614949226379395
30,5.62790060043335,-3.656951904296875,-6.9909210205078125,-10.297247886657715
31,5.76749324798584,-6.285360336303711,-5.07288932800293,-6.305912017822266
32,5.185224533081055,-6.16730260848999,-8.522181510925293,-7.78342342376709
33,5.3244147300720215,-3.6564369201660156,-5.343006134033203,-6.567047119140625
34,4.857210159301758,-2.1428146362304688,-5.301876068115234,-6.293312072753906
35,5.453506946563721,-2.9602012634277344,-4.157623291015625,-4.765960693359375
36,3.358556032180786,-8.298675537109375,-10.560647010803223,-8.597732543945312
37,6.691952705383301,-5.2594451904296875,-9.912666320800781,-9.649627685546875
38,6.385960578918457,-9.321243286132812,-7.330959320068359,-7.583042144775391
39,4.053301811218262,-6.277366638183594,-8.212963104248047,-8.622718811035156
40,4.6957173347473145,-5.1685943603515625,-6.880977630615234,-7.458049774169922
41,5.665807723999023,-3.822216033935547,-10.175474166870117,-8.034782409667969
42,6.162175178527832,-10.261103630065918,-6.558692932128906,-10.82357406616211
43,2.620485305786133,-8.722404479980469,-11.426639556884766,-16.834190368652344
44,7.5808916091918945,-4.472450256347656,-6.90655517578125,-8.05438232421875
45,6.083491802215576,-9.261890411376953,-10.961524963378906,-12.919041633605957
46,3.2193901538848877,-11.634025573730469,-10.521034240722656,-13.142633438110352
47,6.2867231369018555,-8.141763687133789,-8.219744682312012,-10.540901184082031
48,6.96213960647583,-10.87276840209961,-9.983413696289062,-8.156486511230469
49,5.0973405838012695,-2.315434455871582,-6.114757537841797,-6.182849884033203
50,5.15371036529541,-2.0537567138671875,-8.5768461227417,-2.4094810485839844
51,6.000758171081543,-3.6602783203125,-7.152305603027344,-8.077682495117188
52,3.034135580062866,-1.0563888549804688,-7.090190887451172,-11.344900131225586
53,5.156532287597656,-10.610450744628906,-11.243663787841797,-9.37115478515625
54,6.874109268188477,-13.659048080444336,-10.280054092407227,-6.301948547363281
55,5.016380310058594,-6.374555587768555,-6.801342010498047,-11.670066833496094
56,4.548971176147461,-5.026083946228027,-9.179915428161621,-11.478901863098145
57,5.049932479858398,-3.1407089233398438,-5.212760925292969,-9.221574783325195
58,1.3746711015701294,-5.413623809814453,-7.161464691162109,-9.250083923339844
59,4.725491046905518,-5.868049621582031,-8.395652770996094,-6.401386260986328
60,6.59752082824707,-7.6190338134765625,-8.09796142578125,-5.041172027587891
61,5.782537937164307,-12.21683120727539,-14.286478042602539,-9.708087921142578
62,6.671226501464844,-8.471254348754883,-8.281166076660156,-6.567037105560303
63,5.057663917541504,-8.51308822631836,-12.37753963470459,-14.63374137878418
64,5.965050220489502,-9.719950675964355,-9.037155151367188,-11.212060928344727
65,4.716953754425049,-5.767000198364258,-8.488649368286133,-12.208559036254883
66,5.119513988494873,-7.487967014312744,-8.290786743164062,-12.823507308959961
67,6.13912296295166,-11.766515731811523,-8.631879806518555,-7.465232849121094
68,4.815197467803955,-10.083991050720215,-11.59148120880127,-9.551992416381836
69,5.710904121398926,-2.485553741455078,-3.8598594665527344,-3.4061737060546875
70,3.169835090637207,-1.4840354919433594,-5.113630294799805,-3.9445152282714844
71,5.590941429138184,-3.003856658935547,-5.131526947021484,-2.567768096923828
72,4.96681547164917,-1.962188720703125,-2.157024383544922,-5.355251312255859
73,6.383831977844238,-4.185436248779297,-4.216846466064453,-7.565710544586182
74,6.386980056762695,-5.223720550537109,-8.303947448730469,-6.473720550537109
75,6.187814712524414,-3.8057594299316406,-8.382740020751953,-7.823051452636719
76,6.1877760887146,-8.487152099609375,-3.518665313720703,-6.555778503417969
77,5.905728816986084,-10.978708267211914,-11.76469612121582,-7.555179595947266
78,5.519848346710205,-9.506555557250977,-11.708775520324707,-8.807403564453125
79,5.196935176849365,-3.6387977600097656,-5.169147491455078,-14.199118614196777
80,5.076767921447754,-1.9828681945800781,-4.312717437744141,-10.311113357543945
81,6.3957109451293945,-2.8801918029785156,-3.519927978515625,-5.822105407714844
82,5.85511589050293,-2.7983436584472656,-4.302680969238281,-12.964865684509277
83,5.013304710388184,-4.4469451904296875,-6.093311309814453,-4.772344589233398
84,3.5600082874298096,-14.305593490600586,-10.913276672363281,-9.841567993164062
85,7.089864253997803,-9.740386962890625,-10.566645622253418,-11.167839050292969
86,2.171252727508545,-4.7530364990234375,-9.636238098144531,-8.961715698242188
87,5.018979072570801,-1.2256202697753906,-7.479549407958984,-9.131546020507812
88,6.687106132507324,-2.5951919555664062,-8.362480163574219,-6.422562599182129
89,4.1915388107299805,-4.205158233642578,-8.674941062927246,-6.472557067871094
90,6.2693634033203125,-7.581180572509766,-5.616844177246094,-8.844669342041016
91,3.9163899421691895,-1.2592658996582031,-1.4209823608398438,-6.878604888916016
92,3.607111692428589,-4.534412384033203,-6.724330902099609,-12.395174980163574
93,4.255518913269043,-4.090375900268555,-7.859987258911133,-7.193307876586914
94,4.336661338806152,-3.000204086303711,-6.934225082397461,-7.251796722412109
95,3.8969948291778564,-3.3201770782470703,-5.808443069458008,-9.803478240966797
96,5.4601054191589355,-3.9952468872070312,-4.535533905029297,-6.373462677001953
97,7.2593464851379395,-6.5057525634765625,-11.252582550048828,-6.569419860839844
98,5.598344326019287,-6.1662750244140625,-4.797473907470703,-9.26580810546875
99,6.542499542236328,-3.954936981201172,-7.729988098144531,-7.023502349853516
100,6.505672931671143,-4.430774688720703,-7.720180511474609,-7.394641876220703
101,4.658804416656494,-2.2294960021972656,-4.130252838134766,-8.121232986450195
102,5.419468879699707,-6.802585601806641,-10.986934661865234,-11.020877838134766
103,6.316142559051514,-6.402544021606445,-6.847381591796875,-5.7274017333984375
104,4.74306058883667,-5.137123107910156,-6.646869659423828,-10.321037292480469
105,5.569482326507568,-4.443060398101807,-4.9406208992004395,-5.204402923583984
106,4.888060569763184,-11.097915649414062,-12.88979721069336,-14.680351257324219
107,5.903066635131836,-4.7804107666015625,-7.621723175048828,-8.593720436096191
108,6.526476860046387,-6.668292999267578,-10.390388488769531,-9.020533561706543
109,4.200026035308838,-6.026508331298828,-14.820899963378906,-7.536602020263672
110,4.484865188598633,-10.664518356323242,-4.038530349731445,-4.835931777954102
111,2.2450575828552246,-0.3639869689941406,-4.094226837158203,-13.318994522094727
112,4.197697162628174,-1.2005062103271484,-4.903456687927246,-7.644026756286621
113,4.86030387878418,-3.8179359436035156,-8.172760009765625,-9.202507019042969
114,5.950359344482422,-5.220428466796875,-10.287357330322266,-14.27035903930664
115,6.2905683517456055,-9.481627464294434,-5.62164306640625,-7.507816314697266
116,6.8919572830200195,-4.963626861572266,-10.807737350463867,-11.331226348876953
117,6.556845188140869,-7.056621551513672,-1.9539718627929688,-5.353401184082031
118,6.554617881774902,-4.893623352050781,-9.23355484008789,-7.671913146972656
119,6.67025089263916,-6.421398162841797,-6.3892974853515625,-5.529788970947266
120,4.503462314605713,-4.00444221496582,-5.622766494750977,-6.523195266723633
121,5.913894176483154,-3.946258544921875,-12.891225814819336,-11.627532958984375
122,6.048172950744629,-13.18647289276123,-8.825648307800293,-8.573657989501953
123,5.5232086181640625,-4.631534576416016,-6.162425994873047,-5.464572906494141
124,5.179563522338867,-5.689121246337891,-4.604167938232422,-12.80824089050293
125,6.296008586883545,-3.850423812866211,-3.3133316040039062,-4.053974151611328
126,5.801774024963379,-3.89593505859375,-8.108675003051758,-10.944429397583008
127,6.0938591957092285,-9.507085800170898,-8.49997329711914,-9.48785400390625
128,4.732390880584717,-7.114475250244141,-25.48375129699707,-29.38603973388672
129,6.739140510559082,-6.366482734680176,-9.944674491882324,-12.701065063476562
130,5.900710582733154,-7.144887924194336,-6.839639663696289,-10.966787338256836
131,5.084683418273926,-8.057117462158203,-8.782273292541504,-5.977058410644531
132,5.369538307189941,-7.074716567993164,-8.185638427734375,-9.924980163574219
