item,entropy,expected_logprob,within_logprob,between_logprob,parameters
1,4.389928340911865,2.7542004585266113,9.28408145904541,8.111955642700195,6857302016
2,4.540755748748779,7.4617695808410645,6.587174415588379,8.626678466796875,6857302016
3,3.119077205657959,1.1190354824066162,6.872818946838379,8.49135684967041,6857302016
4,4.393183708190918,4.111496448516846,9.849087715148926,14.996885299682617,6857302016
5,1.8592983484268188,1.5998413562774658,5.555654525756836,9.366806030273438,6857302016
6,2.9242470264434814,1.4470312595367432,7.064756393432617,8.858367919921875,6857302016
7,5.808779239654541,4.8279242515563965,10.354528427124023,10.158773422241211,6857302016
8,5.6517839431762695,4.317803382873535,7.453070640563965,7.099126815795898,6857302016
9,4.589792728424072,2.270801305770874,4.74532413482666,11.252610206604004,6857302016
10,4.563847541809082,5.266620635986328,6.052970886230469,11.224790573120117,6857302016
11,4.582275390625,5.650291442871094,12.2122220993042,11.553182601928711,6857302016
12,5.029290676116943,3.4626517295837402,6.717324733734131,10.563665390014648,6857302016
13,3.548417568206787,3.2776317596435547,5.196206569671631,7.9478254318237305,6857302016
14,2.8366916179656982,2.4119668006896973,6.1896820068359375,11.579490661621094,6857302016
15,2.7204370498657227,3.111320972442627,4.371871471405029,6.9525957107543945,6857302016
16,3.355780601501465,2.8321151733398438,5.350765705108643,6.565906524658203,6857302016
17,5.0060882568359375,9.695722579956055,9.598936080932617,10.210033416748047,6857302016
18,3.0009775161743164,7.684500694274902,12.04751968383789,8.134714126586914,6857302016
19,2.9022459983825684,1.9743231534957886,8.32033920288086,11.22308349609375,6857302016
20,4.005329132080078,2.812176465988159,9.180154800415039,12.180975914001465,6857302016
21,4.286286354064941,3.1821420192718506,5.607745170593262,6.869213581085205,6857302016
22,1.7859594821929932,1.2558172941207886,6.792348384857178,7.422415733337402,6857302016
23,1.7312735319137573,0.9118406772613525,4.623291969299316,11.195029258728027,6857302016
24,1.8043228387832642,1.7649565935134888,7.122338771820068,11.813199996948242,6857302016
25,3.6582841873168945,2.1377112865448,5.67121696472168,8.944391250610352,6857302016
26,4.988361358642578,2.986907958984375,4.654885292053223,10.198982238769531,6857302016
27,5.2131266593933105,4.220240592956543,4.536112308502197,6.346784591674805,6857302016
28,5.386885643005371,5.264828681945801,7.965760231018066,6.941880226135254,6857302016
29,5.203545570373535,4.931858062744141,5.2073564529418945,11.687559127807617,6857302016
30,5.584214210510254,3.623103618621826,7.671205520629883,11.854164123535156,6857302016
31,2.4289872646331787,2.589972972869873,6.969549179077148,12.05476188659668,6857302016
32,3.071147918701172,3.816068410873413,8.458694458007812,10.484979629516602,6857302016
33,2.886888265609741,1.6851050853729248,7.326902389526367,5.315385818481445,6857302016
34,2.1520369052886963,1.4321997165679932,5.2352294921875,8.647747039794922,6857302016
35,1.228061556816101,1.5134283304214478,4.480846881866455,7.1279449462890625,6857302016
36,3.346331834793091,4.525333404541016,11.95044231414795,10.569353103637695,6857302016
37,5.655816555023193,3.7633628845214844,11.670110702514648,8.93375015258789,6857302016
38,4.5768046379089355,5.66138219833374,6.902915954589844,7.840821743011475,6857302016
39,4.109804153442383,6.140214443206787,7.897727012634277,7.307427883148193,6857302016
40,5.820990562438965,5.7402753829956055,9.402328491210938,8.58016586303711,6857302016
41,4.893844127655029,2.6638083457946777,6.729196071624756,10.836809158325195,6857302016
42,5.888299465179443,6.791576862335205,6.830560684204102,11.221731185913086,6857302016
43,3.432915449142456,2.9885618686676025,6.9847564697265625,7.13831090927124,6857302016
44,6.057159900665283,2.755394458770752,7.450439453125,11.424661636352539,6857302016
45,5.9536213874816895,7.939650535583496,9.341560363769531,15.418313980102539,6857302016
46,2.4533920288085938,8.685861587524414,8.586616516113281,11.690923690795898,6857302016
47,5.438546180725098,5.324489593505859,6.831782341003418,12.372678756713867,6857302016
