item,entropy,expected_logprob,within_logprob,between_logprob
36,2.668846368789673,-4.4438323974609375,-9.125805854797363,-8.25684642791748
37,6.095484733581543,-3.3283181190490723,-5.095276832580566,-8.168268203735352
38,5.262965679168701,-4.582374572753906,-5.503680229187012,-5.336966514587402
39,4.335972785949707,-6.611154556274414,-9.667322158813477,-9.438494682312012
40,4.996990203857422,-5.443954944610596,-5.909246921539307,-3.836951494216919
41,5.375513553619385,-3.62247896194458,-4.841241836547852,-9.145976066589355
42,6.5726470947265625,-4.464554309844971,-6.335564613342285,-11.475672721862793
43,2.704082727432251,-10.10114860534668,-13.658015251159668,-7.561872959136963
44,7.7854790687561035,-4.82143497467041,-6.819572448730469,-7.603087425231934
45,6.7339253425598145,-8.162419319152832,-9.356085777282715,-7.593099117279053
46,1.2214550971984863,-11.647695541381836,-12.721027374267578,-4.726207256317139
47,6.3106255531311035,-2.034893035888672,-4.755772590637207,-8.825389862060547
48,6.738396644592285,-4.755612373352051,-2.5892252922058105,-7.372631072998047
49,5.822280406951904,-1.91996169090271,-6.779935836791992,-4.517391681671143
50,3.121678590774536,-0.7986130714416504,-2.977708578109741,-3.134734869003296
51,6.20618200302124,-5.004850387573242,-7.211074352264404,-7.092417240142822
52,1.395780324935913,-0.3118177652359009,-7.547091960906982,-3.8010201454162598
53,4.6386637687683105,-4.643938064575195,-6.659121036529541,-3.009077548980713
54,6.418482780456543,-4.115090847015381,-4.456055164337158,-7.455044746398926
55,4.337305545806885,-1.5237849950790405,-6.691460609436035,-5.732460021972656
56,5.48640775680542,-4.414277076721191,-3.0930137634277344,-5.3996429443359375
57,5.289572238922119,-2.5380046367645264,-4.687445163726807,-4.740728378295898
58,1.888131856918335,-5.209452152252197,-6.311431407928467,-5.553668975830078
59,5.322938919067383,-3.7276220321655273,-4.01358699798584,-6.036821365356445
60,7.154294013977051,-3.402045488357544,-3.9601550102233887,-5.708224773406982
61,5.614986896514893,-2.3193368911743164,-3.0808067321777344,-9.242659568786621
62,6.853654384613037,-1.6085014343261719,-1.7110998630523682,-2.2747912406921387
63,4.946268081665039,-5.4817376136779785,-2.54832124710083,-3.3152899742126465
64,6.451825141906738,-1.5033175945281982,-4.68151330947876,-1.8393982648849487
65,3.7203311920166016,-5.444262981414795,-6.9681925773620605,-6.4585466384887695
66,5.2214035987854,-4.812094688415527,-5.393779277801514,-10.779496192932129
67,4.612098217010498,-8.539905548095703,-5.087863922119141,-8.002464294433594
68,5.072089672088623,-3.04311466217041,-8.450918197631836,-7.364676475524902
69,5.424384117126465,-0.9646905660629272,-3.004554033279419,-4.542398452758789
70,3.1589179039001465,-1.8265776634216309,-2.7404258251190186,-3.9588005542755127
71,5.176753044128418,-2.3759706020355225,-4.992739677429199,-3.4171886444091797
72,5.037313938140869,-1.6877821683883667,-2.794569969177246,-2.869316577911377
73,6.396784782409668,-4.310952186584473,-5.156513214111328,-7.1364569664001465
74,6.7652153968811035,-6.186044692993164,-7.512383460998535,-7.25082540512085
75,5.794702053070068,-2.1850829124450684,-7.999894142150879,-8.265451431274414
76,6.312890529632568,-6.889503479003906,-4.683876037597656,-9.532751083374023
77,5.946140289306641,-5.110843658447266,-6.4900054931640625,-6.143818378448486
78,4.858543872833252,-3.5325019359588623,-6.840448379516602,-11.911775588989258
79,4.0414252281188965,-2.170520544052124,-4.887077331542969,-7.572741508483887
80,4.9655561447143555,-1.9298566579818726,-4.205959320068359,-6.323290824890137
81,5.949312210083008,-2.207831382751465,-2.655752658843994,-5.594631195068359
82,5.328878402709961,-2.4989869594573975,-4.497274398803711,-10.024147033691406
83,5.450599670410156,-3.459963321685791,-4.755227565765381,-6.159112453460693
84,6.102362155914307,-10.310806274414062,-9.005782127380371,-8.753174781799316
85,6.844853401184082,-8.621102333068848,-5.65949821472168,-12.712882995605469
86,2.8836700916290283,-2.5724639892578125,-8.699819564819336,-5.977710723876953
87,3.8108506202697754,-0.6325726509094238,-6.687222480773926,-9.529117584228516
88,6.583159446716309,-4.483542442321777,-8.817667961120605,-2.9435858726501465
89,4.14807653427124,-3.035008192062378,-7.4449381828308105,-7.565573692321777
90,5.507689476013184,-6.438590049743652,-5.404604911804199,-9.89198112487793
91,2.8532862663269043,-0.6556220054626465,-2.001981258392334,-5.973061561584473
92,3.747926950454712,-2.3276281356811523,-5.156752109527588,-12.11893081665039
93,4.506846904754639,-3.128861427307129,-7.462573528289795,-8.381904602050781
94,5.385992527008057,-3.345066547393799,-6.0670390129089355,-6.5092549324035645
95,3.4403021335601807,-3.9967424869537354,-6.144947052001953,-10.424799919128418
96,5.2852783203125,-2.9762935638427734,-3.8274197578430176,-6.537717342376709
97,7.045787811279297,-5.910585403442383,-8.029263496398926,-6.2149553298950195
98,5.318489074707031,-4.234935760498047,-4.127935409545898,-7.841186046600342
99,5.836143970489502,-2.811551094055176,-6.149890899658203,-7.204128265380859
100,7.112607955932617,-4.493968963623047,-7.0570387840271,-7.225405216217041
101,3.930968999862671,-2.4522318840026855,-4.3176727294921875,-6.400869369506836
102,6.3944010734558105,-4.8159637451171875,-7.928062438964844,-8.496641159057617
103,6.6161956787109375,-5.772213459014893,-8.11915111541748,-5.83809232711792
104,4.532987117767334,-7.266912937164307,-9.700221061706543,-10.129644393920898
105,6.169594764709473,-2.0646283626556396,-3.724680185317993,-5.009067535400391
106,3.8112621307373047,-6.170289993286133,-5.749135971069336,-11.151588439941406
107,5.971190929412842,-7.05909538269043,-7.925142765045166,-7.203441619873047
108,5.772841453552246,-5.456216812133789,-12.275005340576172,-5.200138092041016
109,4.704588890075684,-7.651865482330322,-12.13625431060791,-9.369792938232422
110,4.855869770050049,-8.674396514892578,-5.138942718505859,-5.886772155761719
111,2.071956157684326,-0.31380897760391235,-4.903398036956787,-11.921235084533691
112,2.6918509006500244,-0.6502938270568848,-4.583652019500732,-8.892709732055664
113,4.762503623962402,-3.4306740760803223,-7.401927947998047,-9.437921524047852
114,5.269022464752197,-4.893134117126465,-10.515969276428223,-7.004368305206299
115,6.206023693084717,-4.803953170776367,-6.254476547241211,-7.161078453063965
116,6.606054782867432,-6.8027472496032715,-5.009235382080078,-10.231175422668457
117,6.869631767272949,-5.228697776794434,-2.6379899978637695,-5.833113670349121
118,6.269282341003418,-4.539658546447754,-8.122872352600098,-7.808681488037109
119,6.369329452514648,-5.435823440551758,-5.297816276550293,-4.67790412902832
120,4.093605041503906,-2.789137840270996,-5.282684326171875,-8.091497421264648
121,5.8443827629089355,-2.9912991523742676,-3.604813575744629,-12.045598983764648
122,6.254706382751465,-3.916733741760254,-9.241654396057129,-8.310391426086426
123,5.466691017150879,-6.343774795532227,-7.131677627563477,-4.7402448654174805
124,5.449468612670898,-4.815963268280029,-4.164667129516602,-3.762735366821289
125,6.83858060836792,-2.688716411590576,-4.4078216552734375,-4.425403594970703
126,4.400880336761475,-1.4504508972167969,-4.602429389953613,-3.8618597984313965
127,6.216811656951904,-3.285154342651367,-6.72340726852417,-9.60195255279541
128,3.776167392730713,-6.575287818908691,-14.620955467224121,-12.146902084350586
129,6.207118034362793,-6.016312122344971,-3.8051486015319824,-5.552976608276367
130,6.472139835357666,-2.4922237396240234,-8.47602653503418,-10.506422996520996
131,5.23539924621582,-5.976223945617676,-3.777503490447998,-7.238937854766846
132,4.912367343902588,-4.250065326690674,-6.332521438598633,-4.056351661682129
